Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Lonnie Walker IV,38:47,.873,.850,.500,.200,0.0,11.7,7.2,6.5,0.0,0.0,8.4,12.9,156,133,0.9
LeBron James,35:28,.768,.690,.571,.476,0.0,28.1,17.3,12.6,1.3,2.0,13.6,34.8,131,122,6.2
Dennis Schröder,30:42,.831,.750,.400,.600,0.0,8.9,5.5,24.9,0.0,0.0,7.3,18.7,164,134,3.4
Troy Brown Jr.,22:56,.773,.667,.333,.667,0.0,7.9,4.9,14.7,2.0,0.0,20.5,8.9,143,130,0.8
Thomas Bryant,17:53,.726,.750,.000,1.250,16.3,10.1,12.5,6.9,0.0,11.8,0.0,14.6,164,125,3.0
Austin Reaves,30:50,.962,.929,.286,.429,0.0,5.9,3.6,8.3,1.5,0.0,19.4,14.1,153,131,-0.8
Russell Westbrook,26:30,.376,.333,.250,.500,5.5,20.5,14.7,27.3,0.0,2.7,29.1,32.7,76,128,-18.8
Wenyen Gabriel,21:52,.805,.750,.500,.375,0.0,16.6,10.2,6.1,2.0,6.5,17.7,21.7,128,122,2.8
Kendrick Nunn,15:02,.583,.583,.333,.000,0.0,6.0,3.7,8.5,0.0,0.0,0.0,16.8,118,135,-6.9
Patrick Beverley,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended,Player Suspended
Max Christie,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Damian Jones,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Matt Ryan,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Juan Toscano-Anderson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
