Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
LeBron James,39:37,.520,.477,.318,.409,0.0,24.2,11.9,22.1,0.0,0.0,7.2,28.8,110,128,-1.9
Anthony Davis,38:26,.605,.560,.200,.280,10.6,27.8,19.0,13.0,1.2,3.6,6.6,32.0,125,122,6.1
Dennis Schröder,36:48,.451,.250,.333,.667,0.0,5.8,2.8,29.9,1.3,0.0,20.5,10.8,115,130,-3.7
Patrick Beverley,27:06,.810,.667,.333,1.000,0.0,7.9,3.9,17.1,0.0,2.5,0.0,6.5,186,131,-0.1
Rui Hachimura,18:55,.457,.357,.286,.571,16.2,11.3,13.8,0.0,2.5,0.0,0.0,18.9,119,126,-3.2
Troy Brown Jr.,30:54,.722,.722,.778,.000,9.9,10.4,10.1,4.2,0.0,0.0,0.0,11.9,155,132,0.5
Russell Westbrook,22:54,.631,.636,.273,.182,8.9,9.3,9.1,25.9,0.0,0.0,14.4,24.8,120,132,1.9
Lonnie Walker IV,15:46,.619,.563,.500,.250,6.5,0.0,3.3,18.6,3.0,0.0,0.0,23.0,141,128,6.5
Wenyen Gabriel,6:25,1.000,1.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,50.0,12.7,71,135,-11.7
Thomas Bryant,3:09,.347,.500,.500,1.000,0.0,33.9,16.6,0.0,0.0,0.0,0.0,37.3,63,125,-15.7
Max Christie,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Damian Jones,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Juan Toscano-Anderson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
