Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Brandon Ingram,46:18,.515,.417,.222,.667,0.0,13.5,7.4,41.4,2.1,1.7,14.7,25.8,116,119,-0.8
Trey Murphy III,46:18,.727,.694,.722,.333,0.0,4.5,2.5,13.6,3.1,0.0,0.0,19.5,146,120,6.3
CJ McCollum,44:24,.760,.813,.563,.625,2.8,21.1,12.8,22.3,1.1,0.0,16.4,24.0,126,120,4.6
Herbert Jones,43:37,.701,.643,.381,.429,8.7,9.5,9.1,11.9,0.0,5.4,7.4,27.0,135,122,4.7
Jonas Valančiūnas,19:03,.694,.500,.000,1.000,6.6,27.3,17.9,6.7,2.5,12.3,0.0,6.6,169,106,0.9
Larry Nance Jr.,33:59,.667,.667,.000,.000,11.1,18.3,15.1,19.1,1.4,0.0,40.0,6.4,135,120,-1.5
Josh Richardson,15:18,1.000,1.000,.750,.000,0.0,0.0,0.0,10.3,0.0,0.0,20.0,14.3,132,128,-0.8
Dyson Daniels,8:25,.000,.000,1.000,.000,0.0,37.0,20.3,28.6,5.7,0.0,50.0,20.8,35,104,-14.4
Naji Marshall,7:38,.250,.250,.000,.000,0.0,13.6,7.5,0.0,0.0,10.2,20.0,28.7,40,118,-23.1
Jaxson Hayes,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Willy Hernangómez,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Kira Lewis Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
E.J. Liddell,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Dereon Seabron,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Garrett Temple,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
