Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
CJ McCollum,31:03,.577,.531,.563,.313,3.0,9.5,6.2,23.7,4.5,0.0,5.2,23.7,137,101,9.5
Brandon Ingram,31:00,.668,.647,.235,.529,0.0,22.1,10.8,22.4,1.5,0.0,16.0,30.9,122,105,6.1
Zion Williamson,30:03,.526,.500,.000,.182,9.4,19.6,14.4,14.8,6.2,0.0,7.8,32.9,117,95,6.6
Herbert Jones,27:58,.403,.357,.429,.143,10.1,3.5,6.9,11.1,0.0,3.1,0.0,10.2,133,110,-2.2
Jonas Valančiūnas,26:37,.540,.500,.077,.154,21.2,25.8,23.4,9.2,0.0,3.2,6.7,21.5,133,105,2.3
Trey Murphy III,23:57,.962,1.000,.857,.429,15.7,20.5,18.0,10.0,0.0,3.6,10.7,14.9,175,105,13.8
Larry Nance Jr.,21:23,.621,.667,.000,.167,13.2,27.5,20.2,10.9,2.2,4.0,31.8,17.0,99,99,1.0
Jose Alvarado,15:43,.583,.583,.333,.000,0.0,12.5,6.1,15.0,0.0,0.0,0.0,14.7,143,110,-1.3
Devonte' Graham,15:02,.000,.000,.333,.000,0.0,0.0,0.0,12.8,0.0,0.0,0.0,7.7,52,113,-11.7
Naji Marshall,14:02,.500,.500,.000,.000,6.7,20.9,13.7,15.9,0.0,0.0,0.0,10.9,140,108,-0.3
Dyson Daniels,3:12,.000,.000,.000,.000,0.0,0.0,0.0,60.0,0.0,0.0,0.0,12.0,106,112,-2.2
Jaxson Hayes,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Willy Hernangómez,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Dereon Seabron,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Garrett Temple,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
