Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
CJ McCollum,41:19,.619,.609,.391,.043,4.5,19.7,11.8,0.0,1.1,1.9,7.9,23.9,121,110,4.9
Brandon Ingram,38:15,.348,.348,.174,.000,2.4,10.7,6.4,26.0,0.0,4.1,4.2,24.4,92,113,-1.8
Zion Williamson,37:16,.594,.550,.050,.500,5.0,16.4,10.4,18.1,0.0,0.0,22.3,32.8,101,114,-0.1
Herbert Jones,33:42,.560,.538,.154,.692,11.0,15.1,13.0,8.7,4.2,0.0,0.0,19.6,132,105,6.6
Jonas Valančiūnas,25:39,.472,.417,.000,.333,25.4,39.7,32.2,5.6,1.8,3.1,12.7,23.9,107,102,1.1
Larry Nance Jr.,27:16,.820,.750,.000,.500,3.4,11.2,7.1,9.4,5.2,2.9,0.0,7.0,181,102,9.4
Trey Murphy III,17:16,.258,.000,1.000,.667,0.0,0.0,0.0,13.1,0.0,0.0,20.5,11.0,68,119,-8.8
Jose Alvarado,15:39,.500,.500,.400,.000,0.0,6.5,3.1,33.7,0.0,5.1,16.7,14.9,111,113,2.3
Naji Marshall,12:27,.000,.000,.000,.000,7.5,8.2,7.8,0.0,0.0,0.0,0.0,9.4,24,117,-16.1
Devonte' Graham,11:01,.000,.000,1.000,.000,0.0,0.0,0.0,10.2,0.0,0.0,50.0,7.1,25,119,-15.7
Dyson Daniels,5:08,.000,.000,1.000,.000,18.1,39.7,28.4,0.0,0.0,0.0,50.0,15.1,28,108,-16.0
Jaxson Hayes,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Willy Hernangómez,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Garrett Temple,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
