Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Brandon Ingram,37:40,.482,.421,.211,.211,2.8,15.0,8.1,20.0,3.9,3.0,8.8,26.0,104,103,-0.4
CJ McCollum,37:25,.302,.250,.500,.143,2.9,22.6,11.4,23.5,2.6,0.0,11.8,19.4,83,106,-5.8
Zion Williamson,35:02,.910,.889,.000,1.333,3.0,12.1,6.9,26.5,1.4,0.0,17.4,21.2,156,111,9.9
Jonas Valančiūnas,20:16,.457,.357,.143,.571,10.5,13.9,12.0,6.4,2.4,0.0,10.2,20.7,103,108,-6.6
Herbert Jones,19:27,.429,.429,.429,.000,5.5,14.5,9.4,7.1,0.0,0.0,0.0,15.5,103,113,-8.6
Larry Nance Jr.,27:44,.902,.900,.300,.500,19.2,20.4,19.7,0.0,0.0,0.0,19.7,23.6,141,112,5.2
Jose Alvarado,20:13,1.000,1.000,.500,.000,0.0,14.0,6.0,39.4,7.2,0.0,0.0,12.8,201,97,19.7
Trey Murphy III,17:40,.381,.286,.714,.286,0.0,8.0,3.4,0.0,0.0,0.0,11.3,21.6,74,115,-15.3
Naji Marshall,15:03,.500,.500,.333,.000,7.1,0.0,4.0,16.4,3.2,0.0,0.0,8.6,137,110,4.0
Devonte' Graham,9:19,.625,.625,.500,.000,0.0,0.0,0.0,16.3,10.4,0.0,0.0,18.5,132,93,15.4
Dyson Daniels,0:11,1.136,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,250,117,241.6
Jaxson Hayes,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Willy Hernangómez,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Garrett Temple,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
