Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Brandon Ingram,39:34,.510,.400,.200,.400,3.6,15.8,10.6,24.5,1.3,0.0,22.1,27.5,96,111,-7.2
Trey Murphy III,39:03,.632,.548,.476,.381,7.2,2.7,4.6,8.3,1.3,2.7,0.0,30.2,132,112,4.1
CJ McCollum,38:38,.686,.667,.600,.267,0.0,13.5,7.8,15.5,0.0,0.0,0.0,20.9,138,115,3.1
Herbert Jones,34:02,1.071,1.071,.143,.000,0.0,12.3,7.1,17.6,0.0,9.4,12.5,11.3,183,108,10.5
Jonas Valančiūnas,25:13,.508,.429,.000,.286,0.0,49.7,28.6,5.2,0.0,12.7,20.2,18.8,83,98,-4.8
Larry Nance Jr.,22:47,1.000,1.000,.000,.000,0.0,18.3,10.5,6.3,0.0,0.0,20.0,10.6,148,114,-0.6
Josh Richardson,17:33,.375,.375,1.000,.000,0.0,11.9,6.8,7.0,5.7,0.0,0.0,11.0,85,102,0.7
Naji Marshall,13:48,.700,.700,.200,.000,0.0,22.7,13.0,55.1,0.0,0.0,28.6,24.4,117,113,6.3
Dyson Daniels,9:22,.000,.000,.000,.000,15.1,22.3,19.2,24.4,0.0,0.0,50.0,10.3,80,113,-4.9
Jaxson Hayes,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Willy Hernangómez,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Kira Lewis Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Garrett Temple,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
