Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
CJ McCollum,38:55,.543,.542,.500,.167,2.7,11.7,7.1,22.5,1.3,0.0,7.2,16.8,119,126,-1.5
Brandon Ingram,38:12,.624,.525,.250,.550,2.8,9.0,5.8,27.2,0.0,2.2,13.9,35.5,118,128,2.1
Trey Murphy III,37:06,.568,.545,.909,.091,0.0,12.3,5.9,7.7,1.4,0.0,0.0,14.5,119,125,-2.4
Jonas Valančiūnas,34:07,.652,.625,.125,.125,9.4,46.9,27.5,0.0,0.0,10.0,0.0,23.3,136,110,4.5
Herbert Jones,28:19,.781,.750,.000,1.000,3.8,0.0,1.9,5.0,7.3,0.0,0.0,9.6,168,116,3.1
Josh Richardson,25:55,.444,.444,.444,.000,4.1,4.4,4.3,22.2,0.0,0.0,10.0,18.2,102,131,-7.2
Naji Marshall,19:09,.637,.500,.125,.625,0.0,6.0,2.9,8.7,2.7,0.0,0.0,25.1,136,125,2.1
Larry Nance Jr.,14:13,.500,.500,.000,.000,7.5,0.0,3.9,19.0,3.6,0.0,0.0,6.6,147,125,1.9
Dyson Daniels,4:04,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,34.7,0,132,-50.8
Jaxson Hayes,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Willy Hernangómez,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Kira Lewis Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Garrett Temple,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
