Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Jalen Green,35:29,.587,.588,.647,.118,3.1,18.6,11.5,4.5,0.0,0.0,10.1,24.1,107,116,-4.2
Kevin Porter Jr.,35:29,.763,.763,.474,.158,3.1,13.3,8.6,27.3,4.0,2.5,19.7,30.7,124,108,12.8
Eric Gordon,32:17,.364,.364,.545,.000,3.5,11.7,7.9,16.3,1.5,0.0,8.3,16.0,92,115,-6.5
Alperen Şengün,31:42,.611,.625,.125,.750,3.5,32.7,19.3,27.2,0.0,0.0,15.8,17.2,124,112,1.2
Jabari Smith Jr.,27:44,.455,.455,.455,.000,0.0,17.0,9.2,0.0,1.7,9.6,15.4,20.2,76,106,-6.0
Kenyon Martin Jr.,28:14,.758,.727,.364,.182,7.9,10.0,9.0,23.4,0.0,0.0,0.0,18.1,166,118,8.6
Tari Eason,20:33,.781,.750,.750,1.000,0.0,13.7,7.5,6.4,0.0,0.0,25.8,16.3,116,117,-4.1
Usman Garuba,12:36,.000,.000,.500,.000,17.7,14.9,16.2,0.0,3.7,0.0,33.3,10.3,46,109,-10.5
Daishen Nix,12:31,.000,.000,.750,.000,0.0,0.0,0.0,9.4,0.0,0.0,20.0,17.2,15,121,-24.0
Bruno Fernando,3:25,.000,.000,.000,.000,32.7,0.0,14.9,0.0,0.0,0.0,0.0,12.6,67,118,-27.4
Boban Marjanović,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
TyTy Washington Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
