Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Fred VanVleet,37:55,.818,.818,.545,.000,3.2,16.5,10.4,35.5,5.4,2.8,0.0,13.3,176,107,18.0
OG Anunoby,37:15,.506,.444,.444,.222,3.3,11.2,7.6,3.5,1.4,2.9,23.3,15.8,84,118,-6.9
Pascal Siakam,36:48,.741,.762,.286,.429,6.7,28.4,18.4,66.9,0.0,0.0,10.7,34.8,143,117,19.5
Gary Trent Jr.,35:58,.438,.438,.438,.000,0.0,2.9,1.6,0.0,1.4,0.0,0.0,20.4,89,123,-6.9
Scottie Barnes,35:53,.571,.536,.143,.143,6.9,14.5,11.0,12.7,2.9,3.0,16.8,22.8,105,114,1.1
Christian Koloko,19:45,.174,.000,.000,1.000,12.5,0.0,5.7,0.0,0.0,5.4,0.0,6.7,82,123,-12.6
Precious Achiuwa,17:29,.273,.167,.167,.500,0.0,35.8,19.4,0.0,0.0,0.0,29.1,27.0,41,114,-23.1
Dalano Banton,12:57,.500,.500,.250,.000,0.0,0.0,0.0,0.0,4.0,0.0,20.0,17.7,75,118,-8.2
Thaddeus Young,5:59,.000,.000,1.000,.000,0.0,17.4,9.4,19.6,0.0,0.0,0.0,7.6,57,121,-7.0
Khem Birch,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Justin Champagnie,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jeff Dowtin,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Malachi Flynn,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Ron Harper Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Juancho Hernangómez,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
