Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Pascal Siakam,47:42,.597,.537,.296,.407,0.0,37.0,18.3,29.6,1.1,0.0,13.6,36.6,108,101,8.8
Fred VanVleet,41:03,.291,.267,.733,.067,2.8,14.3,8.5,11.7,0.0,3.4,11.5,20.1,66,105,-9.4
OG Anunoby,40:27,.553,.550,.700,.400,0.0,11.6,5.8,12.4,2.6,3.4,14.5,16.1,99,99,2.7
Scottie Barnes,29:46,.333,.333,.333,.000,3.9,7.9,5.9,16.9,0.0,0.0,18.2,17.5,72,108,-9.6
Juancho Hernangómez,14:19,.875,.875,.500,.000,0.0,8.2,4.1,0.0,3.7,0.0,20.0,16.6,115,99,6.6
Chris Boucher,30:22,.838,.750,.500,.667,11.4,27.1,19.2,11.6,3.4,0.0,11.4,13.7,159,97,10.8
Khem Birch,23:02,.333,.333,.000,.000,0.0,25.6,12.6,13.3,0.0,6.1,25.0,8.2,71,101,-2.2
Thaddeus Young,19:24,.571,.571,.286,.000,17.8,12.1,15.0,21.0,0.0,0.0,12.5,19.5,118,107,-0.3
Malachi Flynn,18:55,.357,.357,.571,.000,6.1,0.0,3.1,26.8,0.0,0.0,0.0,17.5,98,109,-4.1
Dalano Banton,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Christian Koloko,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Gary Trent Jr.,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
