Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Pascal Siakam,40:11,.511,.421,.105,.421,2.6,23.9,11.8,39.2,1.3,2.6,4.3,26.7,119,118,3.9
Gary Trent Jr.,38:55,.557,.528,.667,.333,0.0,3.5,1.5,8.7,2.6,2.7,4.6,25.3,107,118,1.1
Fred VanVleet,38:49,.354,.278,.667,.222,2.7,3.5,3.1,35.8,3.9,0.0,9.2,12.8,108,117,-2.9
OG Anunoby,38:21,.464,.464,.429,.000,2.7,28.6,13.9,0.0,1.3,2.7,0.0,16.6,94,117,-4.6
Scottie Barnes,13:14,.533,.556,.111,.333,7.9,10.4,9.0,38.5,0.0,7.9,8.8,39.0,103,119,3.0
Precious Achiuwa,33:32,.745,.667,.556,.778,9.3,32.7,19.4,4.8,0.0,0.0,7.6,17.8,146,122,3.1
Christian Koloko,12:18,.568,,,,0.0,22.3,9.6,0.0,0.0,0.0,0.0,3.3,123,123,-6.2
Thaddeus Young,10:35,.667,.667,.333,.000,9.9,13.0,11.2,0.0,9.6,0.0,25.0,17.2,100,103,-2.1
Malachi Flynn,8:32,.750,.750,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,130,127,-0.1
Dalano Banton,5:33,.750,.750,1.000,.000,0.0,0.0,0.0,0.0,0.0,18.8,0.0,16.4,133,112,9.0
Khem Birch,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Justin Champagnie,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jeff Dowtin,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Ron Harper Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Juancho Hernangómez,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
