Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Julius Randle,38:48,.368,.354,.333,.042,6.5,12.4,9.2,19.3,0.0,0.0,3.9,27.2,95,121,-1.4
Jalen Brunson,34:03,.358,.364,.182,.182,2.5,11.3,6.6,22.9,1.5,2.6,4.0,30.1,88,117,0.3
Quentin Grimes,33:34,.500,.500,.571,.000,2.5,11.4,6.7,0.0,0.0,0.0,0.0,8.6,117,122,-5.7
RJ Barrett,33:20,.686,.600,.267,.600,0.0,5.8,2.7,14.2,0.0,0.0,13.7,27.3,128,124,6.0
Mitchell Robinson,33:05,.759,.778,.000,.222,28.0,26.1,27.1,4.6,0.0,2.6,0.0,12.4,172,114,10.3
Immanuel Quickley,18:10,.222,.222,.556,.000,9.3,21.1,14.8,14.4,0.0,0.0,0.0,20.5,76,118,-7.5
Cam Reddish,14:26,.798,1.000,.000,2.000,0.0,0.0,0.0,8.6,0.0,0.0,34.7,8.3,104,126,-4.6
Obi Toppin,13:56,.595,.600,1.000,.400,0.0,20.7,9.7,0.0,0.0,0.0,14.5,20.5,106,118,-1.1
Derrick Rose,10:38,.333,.333,.000,.000,0.0,9.0,4.2,13.7,4.9,0.0,0.0,23.4,85,112,0.0
Isaiah Hartenstein,10:00,.500,.500,.000,.000,8.4,38.4,22.4,0.0,0.0,8.7,0.0,8.3,125,105,1.7
Evan Fournier,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Miles McBride,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Svi Mykhailiuk,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jericho Sims,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
