Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Cam Reddish,37:12,.694,.600,.200,1.000,3.2,6.1,4.7,0.0,2.7,2.9,0.0,8.9,147,109,-1.8
Julius Randle,32:17,.636,.595,.476,.619,11.2,28.3,19.9,28.8,6.2,0.0,10.1,42.2,119,98,16.0
Jalen Brunson,31:07,.691,.615,.308,.385,0.0,18.4,9.4,41.2,0.0,0.0,6.2,23.9,139,115,5.5
RJ Barrett,30:59,.278,.222,.500,.222,0.0,11.1,5.7,10.1,1.6,0.0,4.8,30.7,60,113,-18.0
Isaiah Hartenstein,21:47,.000,.000,.000,.000,0.0,15.7,8.1,0.0,2.3,5.0,0.0,2.1,0,107,-9.5
Immanuel Quickley,27:49,.475,.400,.400,.600,0.0,20.5,10.5,30.9,1.8,0.0,13.7,12.1,109,110,-2.5
Obi Toppin,23:08,.438,.438,.625,.000,0.0,14.8,7.6,0.0,0.0,0.0,11.1,17.8,73,116,-11.1
Jericho Sims,18:48,.667,.667,.000,.000,6.4,30.4,18.7,16.0,8.0,11.6,0.0,7.3,153,85,13.4
Derrick Rose,16:53,.623,.600,.300,.100,7.1,0.0,3.5,37.4,0.0,6.5,0.0,28.4,131,115,9.6
Ryan Arcidiacono,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Evan Fournier,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Quentin Grimes,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Miles McBride,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Svi Mykhailiuk,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
