Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Dejounte Murray,36:58,.385,.344,.375,.125,2.5,10.2,6.4,27.7,3.9,0.0,10.6,21.5,95,107,-1.5
De'Andre Hunter,36:11,.776,.767,.333,.267,2.6,7.8,5.2,12.9,1.3,0.0,0.0,19.5,160,113,9.9
Trae Young,34:12,.611,.579,.421,.368,5.5,5.5,5.5,28.1,2.8,3.0,8.3,29.6,125,109,9.4
John Collins,28:00,.442,.350,.700,.300,6.7,6.7,6.7,4.4,1.7,3.6,0.0,17.0,111,111,-3.1
Clint Capela,25:44,.571,.571,.000,.286,7.3,40.2,23.8,5.1,0.0,4.0,20.2,16.1,100,103,-4.3
Bogdan Bogdanović,25:25,.444,.444,.667,.000,3.7,18.5,11.1,29.6,0.0,4.0,18.2,18.2,99,110,-0.4
Onyeka Okongwu,22:16,.727,.667,.111,.333,12.7,33.8,23.2,13.9,0.0,0.0,8.8,21.4,145,107,4.9
Jalen Johnson,17:20,.205,.250,.250,.500,10.9,16.3,13.6,6.7,2.8,5.9,0.0,11.8,78,104,-6.1
AJ Griffin,13:54,.417,.417,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,88,119,-11.9
Trent Forrest,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Aaron Holiday,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Justin Holiday,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Frank Kaminsky,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Vit Krejci,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
