Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Dejounte Murray,39:06,.389,.389,.167,.000,0.0,12.3,5.6,11.9,3.6,0.0,18.2,23.1,75,127,-8.4
De'Andre Hunter,39:02,.667,.667,.500,.000,2.6,6.1,4.2,5.9,0.0,2.3,7.7,13.7,131,134,-0.8
Trae Young,33:39,.582,.519,.407,.259,3.0,7.1,4.9,56.4,0.0,0.0,9.1,40.3,128,136,9.2
John Collins,29:37,.409,.385,.231,.077,0.0,36.5,16.6,3.9,0.0,3.1,6.9,20.0,85,130,-9.3
Clint Capela,21:01,1.000,1.000,.000,.000,19.0,28.5,23.4,0.0,0.0,0.0,14.3,13.7,173,134,3.8
Saddiq Bey,25:55,.900,.889,.778,.111,3.9,18.5,10.5,0.0,1.8,0.0,0.0,14.9,182,130,9.7
Onyeka Okongwu,22:52,.870,.800,.000,.600,21.9,15.7,19.1,10.1,0.0,4.0,0.0,11.3,195,131,8.5
Jalen Johnson,18:57,.509,.500,.333,.333,0.0,25.3,11.5,11.9,0.0,4.8,0.0,14.9,119,129,-0.6
AJ Griffin,8:42,.205,.000,.500,.500,11.5,27.6,18.8,0.0,0.0,0.0,0.0,23.0,67,134,-19.0
Aaron Holiday,1:09,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,137,-8.0
Bruno Fernando,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Vit Krejci,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Garrison Mathews,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
