Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Buddy Hield,38:49,.797,.767,.533,.200,0.0,9.0,4.7,11.6,3.6,0.0,19.7,22.5,120,112,4.1
Tyrese Haliburton,34:25,.595,.500,.400,.400,0.0,20.4,10.6,62.9,5.3,0.0,0.0,22.0,147,107,14.0
Myles Turner,34:00,.901,.909,.273,.364,0.0,27.5,14.3,14.0,0.0,6.0,7.3,17.4,162,113,10.4
Aaron Nesmith,25:38,.571,.500,.571,.571,4.9,4.6,4.7,5.0,3.6,4.0,10.2,16.4,111,109,0.6
Jalen Smith,20:35,.579,.417,.667,1.000,0.0,28.4,14.8,0.0,0.0,0.0,0.0,18.0,120,118,-5.9
Bennedict Mathurin,29:40,.527,.467,.467,.600,4.3,11.8,8.2,0.0,3.1,3.4,0.0,27.5,109,110,-0.3
T.J. McConnell,21:18,.581,.500,.000,.333,11.9,11.0,11.4,31.1,2.2,0.0,22.5,17.9,120,115,-0.3
Isaiah Jackson,14:00,.387,.333,.000,.667,0.0,33.4,17.4,0.0,0.0,0.0,11.4,26.9,69,117,-16.3
Oshae Brissett,11:46,.333,.333,.333,.000,10.7,29.8,20.7,0.0,3.9,0.0,0.0,11.0,90,109,-5.1
James Johnson,9:49,.500,.500,.500,.000,0.0,11.9,6.2,12.8,0.0,0.0,0.0,8.8,116,119,-6.5
Goga Bitadze,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Andrew Nembhard,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Terry Taylor,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
