Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Andrew Nembhard,35:27,.574,.500,.500,.300,5.6,8.0,6.6,39.2,2.4,0.0,15.0,14.5,127,125,2.6
Tyrese Haliburton,30:31,.415,.406,.563,.125,0.0,27.8,11.5,19.6,2.8,0.0,15.1,25.1,79,122,-6.1
Myles Turner,26:04,.911,.889,.444,.222,0.0,21.7,9.0,6.8,1.6,3.8,23.3,19.0,125,123,4.2
Buddy Hield,25:22,.355,.313,.500,.125,0.0,0.0,0.0,5.2,1.7,0.0,32.2,18.9,52,128,-15.1
Jalen Smith,19:49,.530,.409,.455,.455,10.1,7.1,8.9,0.0,0.0,9.9,13.2,29.6,100,125,-7.2
Bennedict Mathurin,25:09,.430,.300,.100,.900,4.0,16.8,9.3,16.7,0.0,0.0,0.0,21.4,105,129,-6.5
T.J. McConnell,21:21,.739,.714,.000,.143,4.7,13.2,8.2,7.8,0.0,0.0,11.8,15.2,131,130,-4.3
Aaron Nesmith,17:31,.500,.500,.500,.000,5.7,16.1,10.0,17.2,9.7,0.0,0.0,17.6,114,107,6.7
Oshae Brissett,14:46,.731,.500,.000,2.000,6.8,9.6,7.9,9.7,2.9,6.6,11.7,22.2,142,120,7.0
Isaiah Jackson,12:31,.680,.700,.200,.400,8.0,33.8,18.7,26.9,0.0,7.8,25.4,24.3,107,122,1.0
Kendall Brown,7:18,1.000,1.000,.000,.000,0.0,19.3,8.0,0.0,5.8,0.0,0.0,10.6,200,116,8.7
Terry Taylor,4:11,.000,.000,.500,.000,0.0,33.7,14.0,0.0,0.0,0.0,0.0,18.4,0,127,-22.5
Goga Bitadze,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
James Johnson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
