Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Buddy Hield,34:34,.660,.625,.667,.167,3.6,13.5,8.7,3.9,1.3,0.0,13.4,18.0,111,115,-2.2
Tyrese Haliburton,34:21,.722,.676,.588,.412,7.2,6.8,7.0,26.7,1.3,5.3,23.0,31.7,116,114,5.6
Myles Turner,31:23,.795,.818,.273,.455,0.0,7.5,3.8,14.4,2.9,2.9,13.2,20.2,133,111,5.4
Andrew Nembhard,30:53,.667,.667,.167,.000,0.0,11.4,5.8,12.3,1.5,0.0,14.3,9.5,122,115,-3.8
Aaron Nesmith,19:31,.429,.429,.714,.000,6.3,12.0,9.2,6.3,0.0,4.6,0.0,15.0,98,116,-3.3
Bennedict Mathurin,36:21,.761,.714,.500,.286,0.0,19.3,9.9,11.8,1.2,0.0,6.0,19.2,141,113,4.2
Oshae Brissett,20:16,.564,.500,.250,.500,0.0,11.6,5.9,0.0,6.6,4.5,9.3,22.2,99,100,0.4
Jalen Smith,16:37,.250,.250,.375,.000,7.4,35.2,21.7,30.2,0.0,16.4,20.0,25.1,70,103,-7.3
T.J. McConnell,16:04,.470,.250,.000,.750,0.0,21.9,11.2,65.6,2.8,0.0,27.3,19.0,119,109,4.0
Goga Bitadze,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Isaiah Jackson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
James Johnson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Terry Taylor,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
