Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Luguentz Dort,37:48,.410,.313,.625,.500,0.0,6.0,3.1,18.4,2.5,0.0,0.0,11.8,103,98,-0.2
Shai Gilgeous-Alexander,37:04,.609,.478,.000,.565,3.3,15.4,9.6,11.4,5.2,2.8,3.4,36.6,124,88,11.9
Jalen Williams,36:33,.751,.700,.000,.300,3.4,9.4,6.5,9.4,3.9,0.0,20.9,17.9,121,94,4.4
Josh Giddey,32:45,.690,.708,.083,.333,3.8,20.9,12.7,23.2,0.0,0.0,17.9,23.4,118,101,3.1
Jaylin Williams,19:26,.765,.800,.600,.400,0.0,17.6,9.1,0.0,0.0,5.3,14.5,16.2,120,98,1.4
Isaiah Joe,28:24,.643,.643,1.000,.000,0.0,16.1,8.3,5.3,0.0,0.0,0.0,11.3,126,102,0.3
Dario Šarić,19:43,.291,.167,.500,.333,0.0,34.8,18.0,14.1,2.4,0.0,12.7,18.3,65,92,-6.5
Lindy Waters III,17:03,.429,.429,1.000,.000,0.0,20.1,10.4,9.0,0.0,0.0,22.2,24.1,68,101,-9.5
Ousmane Dieng,9:15,.399,.000,1.000,2.000,13.3,12.4,12.8,0.0,5.2,0.0,0.0,18.6,102,91,-1.7
Aaron Wiggins,1:59,,,,,0.0,57.6,29.9,0.0,0.0,0.0,,0.0,0,92,-2.0
Jared Butler,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Tre Mann,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jeremiah Robinson-Earl,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
