Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Luka Dončić,40:00,.494,.348,.261,.826,5.3,40.3,22.1,48.4,1.2,0.0,8.7,36.1,111,105,8.7
Reggie Bullock,37:49,.643,.600,1.000,.200,5.6,6.1,5.8,4.0,0.0,0.0,26.9,8.3,106,114,-3.9
Spencer Dinwiddie,35:27,.698,.692,.462,.231,0.0,6.5,3.1,11.5,1.4,0.0,12.3,19.4,124,111,3.0
Dorian Finney-Smith,35:00,.433,.433,.600,.000,12.1,3.3,7.9,5.0,0.0,4.7,6.3,19.2,99,111,-1.1
Dwight Powell,18:28,.781,.714,.143,.429,0.0,12.5,6.0,0.0,0.0,0.0,0.0,19.0,161,113,7.3
Christian Wood,28:45,.506,.500,.200,.200,3.7,24.0,13.4,0.0,0.0,2.9,21.6,20.3,81,109,-8.7
Maxi Kleber,28:28,.125,.125,.750,.000,3.7,16.2,9.7,0.0,1.7,5.8,11.1,13.3,33,104,-9.3
Tim Hardaway Jr.,22:11,.457,.357,.429,.571,0.0,10.4,5.0,7.2,2.2,0.0,18.6,20.4,83,109,-6.0
Josh Green,15:09,.510,.400,.400,.400,14.0,22.8,18.2,11.3,12.9,0.0,25.4,21.9,93,84,12.7
Jaden Hardy,3:43,.000,.000,.000,.000,0.0,31.0,14.9,37.5,0.0,0.0,0.0,22.6,27,109,-23.0
Facundo Campazzo,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Tyler Dorsey,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Theo Pinson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
McKinley Wright IV,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
