Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Reggie Bullock,39:20,.500,.500,.800,.000,0.0,10.5,5.1,0.0,2.5,0.0,0.0,11.8,100,132,-2.9
Kyrie Irving,36:40,.679,.605,.421,.368,7.1,7.5,7.3,36.8,0.0,0.0,12.0,31.7,135,138,5.1
Luka Dončić,35:25,.542,.370,.391,.826,0.0,34.9,16.9,20.0,0.0,0.0,13.8,47.5,103,133,-7.3
Josh Green,28:18,.000,.000,.500,.000,4.6,9.7,7.1,0.0,0.0,0.0,0.0,3.3,50,138,-9.4
Dwight Powell,24:08,.667,.667,.000,.000,5.4,17.0,11.0,5.8,0.0,0.0,0.0,5.8,156,136,-2.2
Tim Hardaway Jr.,30:22,.928,.900,.800,.300,0.0,4.5,2.2,5.5,0.0,0.0,8.1,18.8,166,139,8.6
Christian Wood,21:38,.843,.786,.286,1.000,6.0,12.7,9.2,0.0,2.3,0.0,9.0,23.7,158,132,6.9
Justin Holiday,13:23,1.250,1.250,.500,.000,0.0,20.5,10.0,11.6,7.4,0.0,0.0,6.9,248,119,16.2
Frank Ntilikina,8:40,1.136,,,,0.0,0.0,0.0,14.6,0.0,0.0,0.0,4.7,247,139,0.4
Markieff Morris,2:06,1.500,1.500,1.000,.000,0.0,100.0,63.5,0.0,0.0,0.0,0.0,22.0,300,117,49.3
Dāvis Bertāns,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jaden Hardy,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
JaVale McGee,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Theo Pinson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
