Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Luka Dončić,36:59,.605,.537,.370,.370,0.0,32.4,15.5,46.9,0.0,0.0,11.3,38.9,127,115,8.0
Spencer Dinwiddie,34:44,.592,.563,.500,.125,5.8,15.7,10.5,47.1,0.0,0.0,19.2,24.5,125,119,3.5
Tim Hardaway Jr.,29:15,.592,.563,.875,.125,3.4,18.6,10.7,0.0,3.3,0.0,10.6,26.3,113,111,2.7
Dorian Finney-Smith,23:01,.500,.500,.889,.000,21.7,0.0,11.3,19.1,2.1,0.0,0.0,15.9,147,118,7.2
Dwight Powell,14:55,.000,.000,.000,.000,20.1,0.0,10.5,0.0,0.0,0.0,0.0,5.5,90,123,-13.1
Reggie Bullock,31:45,1.042,1.125,1.000,1.000,0.0,17.2,8.2,0.0,0.0,0.0,25.8,9.9,134,119,0.3
Maxi Kleber,31:22,.667,.667,.667,.000,6.4,17.4,11.6,0.0,1.6,5.4,0.0,7.8,151,111,3.1
Christian Wood,20:28,.388,.333,.222,.333,9.8,16.0,12.7,7.3,0.0,0.0,8.8,22.5,94,119,-12.3
Frank Ntilikina,17:31,.521,.375,1.000,1.000,5.7,0.0,3.0,15.1,0.0,4.8,14.8,15.7,119,119,-3.9
Tyler Dorsey,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jaden Hardy,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
JaVale McGee,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Theo Pinson,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Kemba Walker,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
