Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Anthony Edwards,38:26,.631,.625,.400,.250,0.0,27.2,13.9,35.7,0.0,0.0,11.9,29.5,114,108,10.5
Kyle Anderson,36:21,.519,.500,.071,.071,12.0,8.6,10.3,38.1,0.0,6.0,12.2,20.3,117,109,5.7
Jaden McDaniels,33:16,.543,.500,.583,.167,3.3,12.5,8.0,4.8,1.5,0.0,7.2,18.8,104,108,-1.0
Mike Conley,29:48,.470,.429,.857,.143,7.3,10.5,8.9,9.5,0.0,0.0,11.8,12.7,102,112,-4.0
Rudy Gobert,28:58,.677,.750,.000,.875,3.8,18.0,11.0,6.1,1.7,0.0,8.3,18.8,122,106,3.1
Taurean Prince,20:11,.500,.500,1.000,.000,0.0,10.3,5.3,6.9,0.0,0.0,25.0,8.9,79,112,-8.8
Naz Reid,19:03,.644,.500,.333,.667,0.0,32.9,16.8,9.4,0.0,0.0,20.5,34.6,103,106,-0.7
Jordan McLaughlin,18:12,.417,.417,.500,.000,0.0,11.5,5.9,33.3,2.7,0.0,0.0,14.8,109,106,3.6
Nickeil Alexander-Walker,15:45,.000,.000,1.000,.000,0.0,19.9,10.2,16.5,0.0,0.0,16.7,17.1,22,110,-16.2
Nathan Knight,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Josh Minott,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Wendell Moore Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
