Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Anthony Edwards,35:43,.534,.481,.346,.346,0.0,25.4,13.1,16.6,0.0,0.0,9.1,41.9,103,114,-4.5
Rudy Gobert,35:02,.650,.600,.000,.700,11.7,33.3,22.8,4.5,2.9,8.9,7.1,18.2,133,101,4.8
Kyle Anderson,29:41,.500,.500,.167,.000,0.0,8.7,4.5,23.7,1.7,3.5,0.0,9.2,131,114,1.7
Jaden McDaniels,27:37,.435,.286,.143,.714,9.9,0.0,4.8,4.9,0.0,7.6,17.9,18.4,91,119,-9.3
D'Angelo Russell,25:32,.473,.250,.667,1.333,10.7,5.1,7.8,35.5,2.0,0.0,9.5,18.7,125,117,2.9
Austin Rivers,27:28,.902,1.000,1.000,.667,0.0,9.4,4.9,24.6,3.7,0.0,20.5,8.1,153,111,8.8
Jaylen Nowell,25:13,.643,.643,.429,.000,0.0,5.1,2.6,18.2,2.0,0.0,30.0,18.0,94,116,-3.1
Taurean Prince,20:46,.854,.917,.333,.167,0.0,12.5,6.4,0.0,0.0,0.0,23.7,18.4,106,118,-5.1
Luka Garza,12:57,1.036,1.100,.200,.800,10.6,10.0,10.3,0.0,3.9,0.0,12.9,27.2,168,110,14.7
Nathan Knight,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Josh Minott,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Wendell Moore Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Naz Reid,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Matt Ryan,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
