Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Anthony Edwards,38:46,.501,.478,.261,.391,3.2,15.9,9.5,8.4,2.5,2.1,12.9,35.5,92,116,-5.1
D'Angelo Russell,38:22,.644,.529,.412,.529,0.0,9.6,4.8,15.6,2.5,0.0,12.5,27.7,120,119,2.4
Jaden McDaniels,34:10,.713,.708,.167,.250,10.8,14.4,12.6,13.7,2.8,2.4,0.0,17.3,154,115,8.2
Austin Rivers,33:12,.388,.417,.667,.167,0.0,7.4,3.7,7.4,0.0,0.0,0.0,8.6,91,124,-8.5
Rudy Gobert,28:47,.850,.800,.000,.400,4.3,29.9,17.1,9.4,0.0,11.5,25.4,12.2,134,111,2.5
Naz Reid,25:28,.732,.750,.625,.250,0.0,29.0,14.5,5.8,0.0,6.5,10.1,17.2,128,116,4.8
Jaylen Nowell,24:35,.589,.545,.364,.182,0.0,10.0,5.0,12.1,0.0,0.0,0.0,21.5,124,124,-0.5
Bryn Forbes,13:24,.532,.000,1.000,2.000,0.0,9.2,4.6,8.5,0.0,0.0,34.7,9.5,87,124,-7.6
Nathan Knight,3:16,.568,,,,0.0,0.0,0.0,35.0,0.0,0.0,0.0,12.0,150,123,-3.2
Luka Garza,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Josh Minott,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Wendell Moore Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Matt Ryan,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
