Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Anthony Edwards,38:56,.623,.571,.476,.333,0.0,19.2,9.5,26.0,1.3,0.0,11.1,30.5,118,117,6.0
Kyle Anderson,34:27,.564,.375,.375,.750,6.1,12.4,9.2,8.4,1.4,0.0,15.8,16.1,112,119,-2.2
D'Angelo Russell,33:53,.619,.556,.389,.278,0.0,0.0,0.0,30.5,0.0,0.0,9.0,28.7,122,126,2.0
Jaden McDaniels,33:00,.337,.273,.273,.182,9.5,9.7,9.6,13.8,0.0,0.0,0.0,15.8,97,123,-7.0
Rudy Gobert,27:35,.798,1.000,.000,2.000,7.6,30.9,19.1,0.0,0.0,5.6,34.7,13.7,105,112,-2.9
Naz Reid,23:59,.500,.500,.333,.000,8.7,31.1,19.8,0.0,4.1,6.5,33.3,16.5,75,103,-3.7
Austin Rivers,18:56,.500,.500,.667,.000,0.0,0.0,0.0,7.6,0.0,0.0,25.0,9.3,83,126,-7.9
Jaylen Nowell,17:51,.500,.500,.444,.000,0.0,6.0,3.0,10.7,2.7,0.0,0.0,22.1,105,118,-0.9
Matt Ryan,11:23,.250,.250,.750,.000,0.0,0.0,0.0,0.0,4.3,6.8,20.0,19.3,41,114,-7.7
Bryn Forbes,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Luka Garza,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Nathan Knight,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Josh Minott,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Wendell Moore Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
