Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Tobias Harris,46:38,.636,.636,.364,.000,7.9,15.2,11.7,4.1,1.1,2.0,21.4,14.7,100,102,0.1
James Harden,46:37,.173,.143,.429,.071,0.0,17.8,9.1,42.0,1.1,2.0,25.7,20.4,58,101,-9.0
Tyrese Maxey,46:10,.553,.526,.368,.105,0.0,12.8,6.5,28.2,0.0,2.1,9.1,23.2,107,104,3.2
Joel Embiid,44:02,.628,.500,.091,.773,8.4,34.9,22.0,5.6,1.2,6.5,14.5,38.3,112,95,7.4
Danuel House Jr.,23:21,.694,.750,1.000,1.000,0.0,15.2,7.8,21.0,2.3,0.0,41.0,10.2,93,101,1.2
De'Anthony Melton,39:24,.633,.633,.800,.000,6.3,12.0,9.2,5.3,5.4,2.4,0.0,18.6,124,92,12.9
Paul Reed,13:32,.500,.500,.000,.000,9.1,17.5,13.4,12.7,0.0,0.0,0.0,7.2,130,105,-4.5
Georges Niang,11:38,.000,.000,1.000,.000,0.0,20.3,10.4,0.0,0.0,8.2,40.0,21.0,0,97,-24.2
Shake Milton,10:04,.500,.500,.000,.000,0.0,11.8,6.0,53.6,0.0,0.0,0.0,9.7,139,106,6.2
Jalen McDaniels,8:34,,,,,0.0,27.6,14.1,0.0,0.0,0.0,,0.0,0,105,-5.8
Dewayne Dedmon,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Montrezl Harrell,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Furkan Korkmaz,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jaden Springer,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
