Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Joel Embiid,37:23,.780,.694,.111,.722,6.8,31.4,20.1,14.6,2.9,0.0,11.2,34.9,143,101,16.8
James Harden,36:42,.605,.500,.300,.450,6.9,11.6,9.5,37.0,1.5,2.5,11.1,35.9,121,111,9.8
Tobias Harris,28:37,.167,.167,.333,.000,0.0,18.6,10.1,10.7,1.9,3.2,10.0,17.1,44,106,-8.1
P.J. Tucker,26:52,.500,.500,.500,.000,9.4,4.0,6.5,0.0,0.0,0.0,33.3,5.5,97,119,-5.5
De'Anthony Melton,14:21,.000,.000,.333,.000,8.8,0.0,4.0,0.0,0.0,0.0,0.0,10.2,30,120,-15.5
Tyrese Maxey,33:40,.470,.364,.364,.364,0.0,12.7,6.9,15.7,0.0,0.0,13.6,21.4,93,115,-7.5
Georges Niang,21:51,.500,.500,.800,.000,0.0,4.9,2.6,7.7,0.0,0.0,0.0,11.2,109,118,-4.3
Jalen McDaniels,15:40,.625,.625,.250,.000,8.1,20.4,14.8,11.4,0.0,0.0,0.0,12.5,141,112,4.5
Shake Milton,14:17,.798,.500,.500,2.000,0.0,7.5,4.0,22.7,0.0,6.5,0.0,12.9,180,113,9.5
Paul Reed,10:37,1.000,1.000,.000,.000,0.0,30.1,16.3,0.0,0.0,0.0,0.0,4.6,200,108,1.4
Montrezl Harrell,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Danuel House Jr.,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Furkan Korkmaz,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
