Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
Damian Lillard,36:26,.402,.368,.579,.105,0.0,7.3,3.6,33.9,2.9,0.0,16.8,31.2,89,111,-6.7
Jerami Grant,35:29,.555,.571,.286,.214,0.0,18.8,9.3,18.3,0.0,2.6,11.5,23.2,105,113,-1.6
Josh Hart,34:58,.825,.786,.429,.286,3.7,15.3,9.4,8.5,1.5,0.0,38.8,17.5,97,112,-5.4
Anfernee Simons,29:36,.545,.545,.818,.000,0.0,4.5,2.2,20.0,1.8,3.1,21.4,22.5,94,112,-3.7
Jusuf Nurkić,22:39,.761,.786,.286,.286,5.7,29.4,17.4,29.8,2.3,0.0,11.3,18.6,145,107,11.9
Drew Eubanks,19:52,.600,.600,.000,.000,26.1,20.1,23.2,22.8,7.9,4.6,16.7,14.4,136,94,10.8
Shaedon Sharpe,19:20,.800,.800,.600,.000,0.0,6.9,3.4,0.0,0.0,0.0,0.0,12.3,147,117,1.4
Trendon Watford,18:04,.800,.800,.000,.000,14.4,36.9,25.5,9.4,2.9,0.0,16.7,15.8,136,104,3.0
Justise Winslow,15:45,.300,.300,.600,.000,8.2,8.5,8.3,17.0,0.0,5.8,0.0,15.1,97,113,-1.9
Keon Johnson,7:51,1.500,1.500,1.000,.000,0.0,0.0,0.0,18.6,0.0,11.5,50.0,12.1,113,111,6.3
Greg Brown III,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
Jabari Walker,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
